Raw2,Budgets,h1,h2,Page,h1desc,h2desc,Budgets Mn,Generic Administrations,Maintenances,Projects,Communities,Floods,District Offices,Human Resources,Revenues,Trainings,Public Relations,Welfares,Waste Water Treatments,Hygienic Foods,Non-smoking Zones,Cleanings,Disease Controls,Law Enforcements,Green Zones,Traffic Managements,Chained Tags,Budget Ranks h1desc,Budget Ranks h2desc,Budget Ranks Raw2
03.โครงการกรุงเทพฯ เมืองอาหารปลอดภัย  ,80900,0,0,46.0,(42)สํานักงานเขตหนองแขม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.0809,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,All Categories___Projects__________Hygienic Foods_______,26,3,352
04.โครงการกรุงเทพมหานครเขตปลอดบุหรี่  ,100000,0,0,46.0,(42)สํานักงานเขตหนองแขม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,All Categories___Projects___________Non-smoking Zones______,26,3,353
01.งานอํานวยการและบริหารสํานักงานเขต  ,7527000,0,0,46.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,7.527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories______District Offices______________,21,1,34
02.งานปกครอง  ,406000,0,0,46.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,21,1,108
03.งานบริหารทั่วไปและบริการทะเบียน  ,2074000,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,2.074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,21,1,104
04.งานบริหารทั่วไปและบริหารการคลัง  ,1077200,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.0772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,21,1,114
05.งานบริหารทั่วไปและจัดเก็บรายได  ,3001300,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,3.0013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations_______Revenues____________,21,1,84
06.งานบริหารทั่วไปฝายรักษาความสะอาด  ,16987500,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,16.9875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Categories_Generic Administrations______________Cleanings_____,21,1,22
07.งานกวาดทําความสะอาดที่และทางสาธารณะ  ,1112000,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Categories_______________Cleanings_____,21,1,99
08.งานเก็บขยะมูลฝอยและขนถายสิ่งปฏิกูล  ,23482020,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,23.48202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,21,1,29
09.งานดูแลสวนและพื้นที่สีเขียว  ,8448200,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,8.4482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,All Categories__Maintenances________________Green Zones__,21,1,46
10.งานบริหารทั่วไปและสอบสวนดําเนินคดี  ,4392800,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,4.3928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,21,1,58
11.งานตรวจและบังคับใชกฎหมาย  ,362600,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,All Categories_________________Law Enforcements___,21,1,154
12.งานบริหารทั่วไปฝายโยธา  ,1524800,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.5248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,21,1,93
13.งานอนุญาตกอสราง ควบคุมอาคาร และผังเมือง  ,20800,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,21,1,281
14.งานบํารุงรักษาซอมแซม  ,18964800,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,18.9648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories__Maintenances__________________,21,1,36
15.งานระบายน้ําและแกไขปญหาน้ําทวม  ,10938600,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,10.9386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_____Floods_______________,21,1,54
16.งานบริหารทั่วไปฝายพัฒนาชุมชน  ,3529300,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,3.5293,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___Communities________________,21,1,81
17.งานพัฒนาชุมชนและบริการสังคม  ,21732900,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,21.7329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____Communities________________,21,1,23
18.งานบริหารทั่วไปฝายสิ่งแวดลอม และสุขาภิบาล  ,1726900,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.7269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,21,1,196
19.งานสุขาภิบาลอาหารและอนามัยสิ่งแวดลอม  ,959500,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.9595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,21,1,149
20.งานปองกันและควบคุมโรค  ,192100,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,All Categories________________Disease Controls____,21,1,210
21.งานบริหารทั่วไปฝายการศึกษา  ,1490700,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.4907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,21,1,122
22.งานงบประมาณโรงเรียน  ,133308100,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,133.3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,21,1,11
23.งานรายจายบุคลากร  ,234255680,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,234.25568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_______Human Resources_____________,21,1,1
01.โครงการอาสาสมัครกรุงเทพมหานคร ดานการปองกันและแกไขปญหายา และสารเสพติด  ,93000,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.093,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,21,3,291
02.โครงการจัดสวัสดิการ การสงเคราะหชวยเหลือ เด็ก สตรี ครอบครัว ผูดอยโอกาส ผูสูงอายุ และคนพิการ  ,210000,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,All Categories___Projects________Welfares_________,21,3,241
03.โครงการครอบครัวรักการอาน  ,240000,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,21,3,286
04.โครงการกรุงเทพฯ เมืองอาหารปลอดภัย  ,120900,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.1209,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,All Categories___Projects__________Hygienic Foods_______,21,3,305
05.โครงการกรุงเทพมหานครเขตปลอดบุหรี่  ,100000,0,0,47.0,(43)สํานักงานเขตบางขุนเทียน รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,All Categories___Projects___________Non-smoking Zones______,21,3,306
01.งานอํานวยการและบริหารสํานักงานเขต  ,12681240,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,12.68124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories______District Offices______________,56,1,34
02.งานปกครอง  ,25000,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,56,1,108
03.งานบริหารทั่วไปและบริการทะเบียน  ,931000,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,56,1,104
04.งานบริหารทั่วไปและบริหารการคลัง  ,915330,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.91533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,56,1,114
05.งานบริหารทั่วไปและจัดเก็บรายได  ,2009260,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,2.00926,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations_______Revenues____________,56,1,84
06.งานบริหารทั่วไปฝายรักษาความสะอาด  ,23595900,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,23.5959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Categories_Generic Administrations______________Cleanings_____,56,1,22
07.งานกวาดทําความสะอาดที่และทางสาธารณะ  ,497700,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.4977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Categories_______________Cleanings_____,56,1,99
08.งานเก็บขยะมูลฝอยและขนถายสิ่งปฏิกูล  ,3603900,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,3.6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,56,1,29
09.งานดูแลสวนและพื้นที่สีเขียว  ,5411300,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,5.4113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,All Categories__Maintenances________________Green Zones__,56,1,46
10.งานบริหารทั่วไปและสอบสวนดําเนินคดี  ,4356320,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,4.35632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,56,1,58
11.งานตรวจและบังคับใชกฎหมาย  ,78200,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.0782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,All Categories_________________Law Enforcements___,56,1,154
12.งานบริหารทั่วไปฝายโยธา  ,1483700,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.4837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,56,1,93
13.งานอนุญาตกอสราง ควบคุมอาคาร และผังเมือง  ,21000,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,56,1,281
14.งานบํารุงรักษาซอมแซม  ,15767800,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,15.7678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories__Maintenances__________________,56,1,36
15.งานระบายน้ําและแกไขปญหาน้ําทวม  ,4536300,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,4.5363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_____Floods_______________,56,1,54
16.งานบริหารทั่วไปฝายพัฒนาชุมชน  ,1573440,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.57344,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___Communities________________,56,1,81
17.งานพัฒนาชุมชนและบริการสังคม  ,11884300,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,11.8843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____Communities________________,56,1,23
18.งานบริหารทั่วไปฝายสิ่งแวดลอม และสุขาภิบาล  ,640610,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.64061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,56,1,196
19.งานสุขาภิบาลอาหารและอนามัยสิ่งแวดลอม  ,795100,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.7951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,56,1,149
20.งานปองกันและควบคุมโรค  ,130500,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,All Categories________________Disease Controls____,56,1,210
21.งานบริหารทั่วไปฝายการศึกษา  ,640500,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.6405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,56,1,122
22.งานงบประมาณโรงเรียน  ,50664700,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,50.6647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,56,1,11
23.งานรายจายบุคลากร  ,168025700,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,168.0257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_______Human Resources_____________,56,1,1
01.โครงการอาสาสมัครกรุงเทพมหานคร ดานการปองกันและแกไขปญหายา และสารเสพติด  ,52900,0,0,48.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.0529,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,56,3,291
02.โครงการจัดสวัสดิการ การสงเคราะหชวยเหลือ เด็ก สตรี ครอบครัว ผูดอยโอกาส ผูสูงอายุ และคนพิการ  ,439000,0,0,49.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.439,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,All Categories___Projects________Welfares_________,56,3,241
03.โครงการกรุงเทพฯ เมืองอาหารปลอดภัย  ,70900,0,0,49.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.0709,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,All Categories___Projects__________Hygienic Foods_______,56,3,352
04.โครงการกรุงเทพมหานครเขตปลอดบุหรี่  ,100000,0,0,49.0,(44)สํานักงานเขตราษฎรบูรณะ รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,All Categories___Projects___________Non-smoking Zones______,56,3,353
01.งานอํานวยการและบริหารสํานักงานเขต  ,12350940,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,12.35094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories______District Offices______________,39,1,34
02.งานปกครอง  ,401400,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,39,1,108
03.งานบริหารทั่วไปและบริการทะเบียน  ,1066200,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.0662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,39,1,104
04.งานบริหารทั่วไปและบริหารการคลัง  ,941070,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.94107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,39,1,114
05.งานบริหารทั่วไปและจัดเก็บรายได  ,2622820,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,2.62282,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations_______Revenues____________,39,1,84
06.งานบริหารทั่วไปฝายรักษาความสะอาด  ,25876600,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,25.8766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Categories_Generic Administrations______________Cleanings_____,39,1,22
07.งานกวาดทําความสะอาดที่และทางสาธารณะ  ,760600,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.7606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Categories_______________Cleanings_____,39,1,99
08.งานเก็บขยะมูลฝอยและขนถายสิ่งปฏิกูล  ,5015200,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,5.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,39,1,29
09.งานดูแลสวนและพื้นที่สีเขียว  ,6262400,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,6.2624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,All Categories__Maintenances________________Green Zones__,39,1,46
10.งานบริหารทั่วไปและสอบสวนดําเนินคดี  ,4445700,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,4.4457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,39,1,58
11.งานตรวจและบังคับใชกฎหมาย  ,19600,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,All Categories_________________Law Enforcements___,39,1,154
12.งานบริหารทั่วไปฝายโยธา  ,1919500,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.9195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,39,1,93
13.งานอนุญาตกอสราง ควบคุมอาคาร และผังเมือง  ,76000,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,39,1,281
14.งานบํารุงรักษาซอมแซม  ,8903000,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,8.903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories__Maintenances__________________,39,1,36
15.งานระบายน้ําและแกไขปญหาน้ําทวม  ,3948000,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,3.948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_____Floods_______________,39,1,54
16.งานบริหารทั่วไปฝายพัฒนาชุมชน  ,1740950,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.74095,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___Communities________________,39,1,81
17.งานพัฒนาชุมชนและบริการสังคม  ,25520000,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,25.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____Communities________________,39,1,23
18.งานบริหารทั่วไปฝายสิ่งแวดลอม และสุขาภิบาล  ,262010,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.26201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,39,1,196
19.งานสุขาภิบาลอาหารและอนามัยสิ่งแวดลอม  ,1007700,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,39,1,149
20.งานปองกันและควบคุมโรค  ,582700,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.5827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,All Categories________________Disease Controls____,39,1,210
21.งานบริหารทั่วไปฝายการศึกษา  ,636300,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.6363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,39,1,122
22.งานงบประมาณโรงเรียน  ,66950610,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,66.95061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,39,1,11
23.งานรายจายบุคลากร  ,197725500,0,0,49.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,197.7255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_______Human Resources_____________,39,1,1
0ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,977900,0,0,50.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,39,1,293
01.โครงการอาสาสมัครกรุงเทพมหานคร ดานการปองกันและแกไขปญหายา และสารเสพติด  ,218600,0,0,50.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.2186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,39,1,291
02.โครงการจัดสวัสดิการ การสงเคราะหชวยเหลือ เด็ก สตรี ครอบครัว ผูดอยโอกาส ผูสูงอายุ และคนพิการ  ,96500,0,0,50.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.0965,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,All Categories___Projects________Welfares_________,39,1,241
03.โครงการครอบครัวรักการอาน  ,480000,0,0,50.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,39,1,286
04.โครงการกรุงเทพฯ เมืองอาหารปลอดภัย  ,82800,0,0,50.0,(45)สํานักงานเขตดอนเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.0828,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,All Categories___Projects__________Hygienic Foods_______,39,1,305
